,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
349,guatire,38.0,VE,1584831423.0,96.0,10.48,-66.54,71.01,9.17
350,komsomolskiy,11.0,UZ,1584831426.0,71.0,40.43,71.72,51.8,4.7
351,zhoucheng,74.0,CN,1584831430.0,35.0,35.91,116.31,51.82,4.34
352,singkawang,93.0,ID,1584831431.0,90.0,0.9,109.0,76.12,4.85
353,pemba,8.0,MZ,1584831431.0,88.0,-12.97,40.52,78.28,12.93
354,youkounkoun,8.0,GN,1584831304.0,17.0,12.53,-13.13,82.24,0.94
355,port hardy,20.0,CA,1584831431.0,76.0,50.7,-127.42,48.2,12.75
356,lumberton,40.0,US,1584831431.0,47.0,34.62,-79.01,80.6,3.36
357,north bend,1.0,US,1584831431.0,66.0,43.41,-124.22,60.01,17.22
358,samarai,93.0,PG,1584831431.0,68.0,-10.62,150.67,85.3,6.04
359,utiroa,,,,,,,,
360,santa isabel do rio negro,68.0,BR,1584831432.0,78.0,-0.41,-65.02,80.44,2.89
361,totness,52.0,SR,1584831432.0,76.0,5.88,-56.32,80.08,18.16
362,pisco,20.0,PE,1584831432.0,30.0,-13.7,-76.22,77.0,16.11
363,port hedland,40.0,AU,1584831432.0,94.0,-20.32,118.57,80.6,8.05
364,ballina,12.0,AU,1584831432.0,83.0,-28.87,153.57,75.99,8.05
365,marawi,60.0,PH,1584831433.0,88.0,8.0,124.29,73.99,5.01
366,ishinomaki,75.0,JP,1584831433.0,65.0,38.42,141.3,46.4,2.24
367,sao joao da barra,90.0,BR,1584831433.0,94.0,-21.64,-41.05,75.2,9.17
368,bajo baudo,,,,,,,,
369,lar gerd,,,,,,,,
370,thompson,75.0,CA,1584831434.0,30.0,55.74,-97.86,28.4,9.17
371,kuhestan,,,,,,,,
372,bathsheba,75.0,BB,1584831434.0,69.0,13.22,-59.52,80.6,13.87
373,kamenskoye,,,,,,,,
374,sitio novo do tocantins,100.0,BR,1584831435.0,97.0,-5.52,-47.46,70.9,3.18
375,falmouth,100.0,GB,1584831435.0,70.0,50.15,-5.07,48.99,23.04
376,kvarkeno,0.0,RU,1584831435.0,92.0,52.08,59.73,17.62,9.51
377,krasnoselkup,14.0,RU,1584831435.0,98.0,65.7,82.47,-13.52,7.43
378,belyy yar,100.0,RU,1584831435.0,79.0,53.6,91.39,26.6,4.47
379,hisar,35.0,IN,1584831435.0,62.0,29.17,75.72,67.3,4.97
380,french harbor,0.0,HN,1584831435.0,78.0,16.35,-86.43,79.9,18.39
381,saskylakh,80.0,RU,1584831307.0,74.0,71.92,114.08,-4.88,13.73
382,halalo,,,,,,,,
383,bakel,2.0,SN,1584831436.0,18.0,14.9,-12.46,84.94,12.57
384,nago,75.0,JP,1584831436.0,94.0,26.59,127.98,73.4,12.75
385,nishihara,75.0,JP,1584831436.0,94.0,26.18,127.76,73.4,12.75
386,tilichiki,100.0,RU,1584831436.0,99.0,60.47,166.1,33.46,16.46
387,yarmouth,1.0,US,1584831255.0,55.0,41.71,-70.23,43.0,8.05
388,asau,100.0,RO,1584831437.0,93.0,46.43,26.4,37.4,14.99
389,schwedt,0.0,DE,1584831437.0,72.0,53.06,14.28,34.0,7.99
390,soyo,100.0,AO,1584831437.0,85.0,-6.13,12.37,77.74,2.08
391,cherskiy,2.0,RU,1584831438.0,75.0,68.75,161.3,3.04,9.51
392,brae,100.0,GB,1584831438.0,66.0,60.4,-1.35,42.8,27.51
393,san policarpo,19.0,PH,1584831438.0,82.0,12.18,125.51,80.98,12.86
394,nanakuli,90.0,US,1584831438.0,83.0,21.39,-158.15,78.8,3.36
395,kuching,20.0,MY,1584831439.0,94.0,1.55,110.33,77.0,1.95
396,kawana waters,,,,,,,,
397,lethem,41.0,GY,1584831439.0,42.0,3.38,-59.8,89.98,12.75
398,cururupu,100.0,BR,1584831439.0,96.0,-1.83,-44.87,71.98,0.98
399,noshiro,75.0,JP,1584831439.0,100.0,40.2,140.02,42.8,3.36
400,kruisfontein,0.0,ZA,1584831439.0,91.0,-34.0,24.73,58.84,2.68
401,nemuro,0.0,JP,1584831440.0,74.0,43.32,145.57,35.26,6.22
402,finschhafen,100.0,PG,1584831441.0,71.0,-6.6,147.87,84.22,7.67
403,oktyabrskiy,60.0,RU,1584831441.0,92.0,54.48,53.47,25.36,8.14
404,pontianak,98.0,ID,1584831441.0,92.0,-0.03,109.33,75.4,1.45
405,haibowan,,,,,,,,
406,huarmey,70.0,PE,1584831441.0,71.0,-10.07,-78.15,73.24,4.43
407,lundazi,74.0,ZM,1584831441.0,95.0,-12.29,33.18,64.78,7.7
408,mazagao,90.0,BR,1584831443.0,100.0,-0.12,-51.29,77.0,5.82
409,bursol,,,,,,,,
410,sarishabari,100.0,BD,1584831443.0,63.0,24.73,89.83,71.44,2.26
411,kalabo,67.0,ZM,1584831181.0,94.0,-14.97,22.68,66.4,5.23
412,sabla,100.0,NG,1584831444.0,16.0,12.75,4.71,85.3,5.5
413,fukue,90.0,JP,1584831361.0,100.0,32.69,128.84,62.6,6.93
414,togur,100.0,RU,1584831444.0,97.0,58.36,82.83,28.96,5.41
415,mergui,,,,,,,,
416,kabompo,90.0,ZM,1584831444.0,98.0,-13.59,24.2,64.6,4.85
417,oga,75.0,IT,1584831444.0,86.0,46.46,10.35,37.4,2.24
418,samalaeulu,,,,,,,,
419,berdigestyakh,89.0,RU,1584831444.0,95.0,62.1,126.7,13.66,4.56
420,sola,100.0,VU,1584831444.0,78.0,-13.88,167.55,83.5,17.31
421,half moon bay,75.0,US,1584831445.0,76.0,37.46,-122.43,64.0,9.17
422,tasbuget,,,,,,,,
423,carauari,81.0,BR,1584831445.0,84.0,-4.88,-66.9,78.46,3.51
424,samarinda,99.0,ID,1584831445.0,92.0,-0.5,117.15,76.84,0.96
425,santa marta,59.0,CO,1584831350.0,52.0,11.24,-74.2,91.0,18.34
426,khakhea,76.0,BW,1584831445.0,63.0,-24.69,23.49,68.38,7.7
427,mentok,,,,,,,,
428,mattru,37.0,SL,1584831445.0,76.0,7.62,-11.83,79.72,2.53
429,bosanski brod,75.0,BA,1584831446.0,70.0,45.14,17.99,46.4,11.41
430,seda,0.0,LV,1584831446.0,64.0,57.65,25.75,26.01,5.99
431,sitka,90.0,US,1584831446.0,75.0,57.05,-135.33,42.8,8.05
432,ancud,90.0,CL,1584831447.0,82.0,-41.87,-73.82,57.2,23.04
433,marcona,,,,,,,,
434,saint-pierre,90.0,RE,1584831447.0,78.0,-21.34,55.48,77.0,16.11
435,eregli,0.0,TR,1584831447.0,71.0,37.51,34.05,33.1,0.43
436,abrau-dyurso,40.0,RU,1584831447.0,81.0,44.69,37.59,46.4,13.42
437,salinas,75.0,US,1584831155.0,55.0,36.68,-121.66,64.0,6.93
438,chapais,75.0,CA,1584831448.0,55.0,49.78,-74.85,10.4,10.29
439,pokhara,100.0,NP,1584831448.0,74.0,28.23,83.98,55.96,3.27
440,rafsanjan,100.0,IR,1584831448.0,58.0,30.41,55.99,58.12,1.63
441,mackay,74.0,AU,1584831448.0,74.0,-21.15,149.2,80.6,11.41
442,arraial do cabo,85.0,BR,1584831448.0,78.0,-22.97,-42.03,77.38,13.47
443,bubaque,0.0,GW,1584831448.0,66.0,11.28,-15.83,81.16,19.86
444,rondonopolis,58.0,BR,1584831449.0,88.0,-16.47,-54.64,75.76,3.09
445,kungurtug,0.0,RU,1584831449.0,69.0,50.6,97.52,17.08,4.92
446,amethi,0.0,IN,1584831450.0,62.0,26.15,81.82,67.48,6.4
447,varhaug,20.0,NO,1584831450.0,73.0,58.61,5.65,39.99,5.82
448,coquimbo,20.0,CL,1584831450.0,72.0,-29.95,-71.34,64.4,11.41
449,kuytun,99.0,RU,1584831451.0,86.0,54.34,101.5,24.64,6.06
450,richards bay,100.0,ZA,1584831451.0,88.0,-28.78,32.04,75.58,7.05
451,lakes entrance,88.0,AU,1584831451.0,89.0,-37.88,147.98,59.0,3.0
452,oriximina,31.0,BR,1584831451.0,81.0,-1.77,-55.87,79.72,5.59
453,mukhen,99.0,RU,1584831452.0,93.0,48.1,136.1,26.26,3.11
454,avera,1.0,US,1584831452.0,37.0,33.19,-82.53,82.4,12.75
455,ahipara,5.0,NZ,1584831453.0,82.0,-35.17,173.17,68.56,16.11
456,dakar,1.0,SN,1584831189.0,69.0,14.69,-17.44,73.4,20.8
457,wenling,40.0,CN,1584831453.0,87.0,28.37,121.36,64.99,3.11
458,imeni poliny osipenko,100.0,RU,1584831453.0,69.0,52.42,136.49,22.12,2.33
459,saint-junien,40.0,FR,1584831453.0,87.0,45.88,0.9,51.01,13.87
460,roald,87.0,NO,1584831454.0,55.0,62.58,6.13,39.99,8.05
461,quito,75.0,EC,1584831381.0,55.0,-0.23,-78.52,66.2,14.99
462,latung,63.0,PH,1584831454.0,77.0,5.5,120.88,82.6,9.17
463,posse,2.0,BR,1584831454.0,95.0,-14.09,-46.37,71.8,5.93
464,lata,40.0,PT,1584831454.0,93.0,40.16,-8.33,53.01,2.24
465,clarence town,90.0,AU,1584831454.0,88.0,-32.58,151.78,75.0,10.29
466,ponta delgada,20.0,PT,1584831454.0,58.0,37.73,-25.67,53.6,18.34
467,shebalino,100.0,RU,1584831455.0,63.0,51.29,85.68,33.64,6.76
468,teguise,75.0,ES,1584831455.0,63.0,29.06,-13.56,62.6,10.29
469,uozu,90.0,JP,1584831455.0,41.0,36.8,137.4,57.99,8.05
470,muros,75.0,ES,1584831455.0,100.0,42.78,-9.06,55.99,2.24
471,moussoro,50.0,TD,1584831455.0,12.0,13.64,16.49,82.42,10.74
472,koslan,36.0,RU,1584831455.0,96.0,63.46,48.9,8.08,5.48
473,sakakah,0.0,SA,1584831455.0,61.0,29.97,40.21,48.2,20.8
474,cap-aux-meules,75.0,CA,1584831456.0,68.0,47.38,-61.86,24.8,17.22
475,road town,40.0,VG,1584831456.0,65.0,18.42,-64.62,78.8,11.41
476,mount pleasant,90.0,US,1584831456.0,65.0,32.79,-79.86,84.0,10.29
477,caxito,20.0,AO,1584831456.0,83.0,-8.58,13.66,78.8,4.7
478,touros,20.0,BR,1584831456.0,74.0,-5.2,-35.46,82.4,6.93
479,arlit,0.0,NE,1584831456.0,22.0,18.74,7.39,80.08,9.69
480,balikpapan,20.0,ID,1584831457.0,100.0,-1.27,116.83,75.2,9.08
481,aitape,93.0,PG,1584831457.0,73.0,-3.14,142.35,81.88,3.27
482,challapata,0.0,BO,1584831460.0,57.0,-18.9,-66.77,52.72,5.32
483,keetmanshoop,47.0,NA,1584831305.0,44.0,-26.58,18.13,78.8,6.93
484,humaita,93.0,BR,1584831460.0,97.0,-7.51,-63.02,74.5,2.48
485,ormara,86.0,PK,1584831461.0,86.0,25.21,64.64,75.22,11.43
486,paso de los toros,0.0,UY,1584831461.0,46.0,-32.82,-56.52,68.74,6.58
487,nanortalik,100.0,GL,1584831461.0,54.0,60.14,-45.24,28.78,51.34
488,petatlan,5.0,MX,1584831461.0,62.0,17.52,-101.27,87.8,9.17
489,acacoyagua,20.0,MX,1584831461.0,59.0,15.35,-92.65,89.6,9.17
490,parras,,,,,,,,
491,guerrero negro,11.0,MX,1584831461.0,55.0,27.98,-114.06,63.7,17.25
492,nuuk,79.0,GL,1584831260.0,62.0,64.18,-51.72,21.2,19.46
493,altay,37.0,CN,1584831462.0,32.0,47.87,88.12,26.44,6.17
494,chanika,60.0,TZ,1584831462.0,98.0,-5.42,38.02,68.38,2.51
495,tongliao,15.0,CN,1584831462.0,44.0,43.61,122.27,37.42,6.29
496,khandyga,12.0,RU,1584831462.0,92.0,62.67,135.6,6.82,1.43
497,acarau,100.0,BR,1584831462.0,91.0,-2.89,-40.12,75.22,1.66
498,stromness,100.0,GB,1584831463.0,65.0,58.97,-3.3,41.0,25.28
499,ambulu,18.0,ID,1584831463.0,77.0,-8.35,113.61,79.72,5.28
500,ambatondrazaka,100.0,MG,1584831463.0,96.0,-17.83,48.42,64.24,4.23
501,muravlenko,38.0,RU,1584831463.0,98.0,63.79,74.52,-8.84,7.05
502,portland,20.0,US,1584831201.0,50.0,45.52,-122.68,61.0,8.05
503,craig,75.0,US,1584831464.0,41.0,40.52,-107.55,44.6,4.27
504,tornio,51.0,FI,1584831464.0,92.0,65.85,24.15,15.8,6.93
505,gilgit,100.0,PK,1584831464.0,91.0,35.92,74.31,22.66,0.43
506,bogotol,100.0,RU,1584831464.0,71.0,56.21,89.53,35.26,9.51
507,malkerns,100.0,SZ,1584831464.0,100.0,-26.57,31.18,62.6,8.05
508,saint charles,75.0,US,1584831464.0,56.0,38.78,-90.48,46.4,10.29
509,jining,56.0,CN,1584831464.0,32.0,35.41,116.58,55.06,8.61
510,mulbagal,0.0,IN,1584831466.0,74.0,13.17,78.4,69.28,5.14
511,berlevag,100.0,NO,1584831467.0,96.0,70.86,29.09,35.98,29.12
512,connersville,90.0,US,1584831262.0,68.0,39.64,-85.14,37.99,8.05
513,roma,20.0,US,1584831424.0,37.0,43.21,-75.46,34.0,13.87
514,aflu,,,,,,,,
515,padang,100.0,ID,1584831467.0,90.0,-0.95,100.35,69.1,3.51
516,taltal,18.0,CL,1584831467.0,89.0,-25.4,-70.48,60.82,2.24
517,doha,0.0,QA,1584831353.0,83.0,25.29,51.53,73.99,11.41
518,nizwa,66.0,OM,1584831467.0,77.0,22.93,57.53,67.66,2.93
519,okhotsk,100.0,RU,1584831468.0,71.0,59.38,143.3,18.88,8.23
520,zhucheng,51.0,CN,1584831468.0,38.0,35.99,119.4,48.58,7.11
521,voyvozh,99.0,RU,1584831468.0,96.0,62.89,54.96,10.6,5.19
522,kamaishi,94.0,JP,1584831468.0,80.0,39.27,141.88,44.98,6.89
523,lukovetskiy,20.0,RU,1584831469.0,92.0,64.3,41.92,8.6,2.24
524,cairns,75.0,AU,1584831469.0,83.0,-16.92,145.77,78.8,11.41
525,varkkallai,40.0,IN,1584831469.0,83.0,8.73,76.71,82.4,5.82
526,mirnyy,80.0,RU,1584831469.0,83.0,62.54,113.96,-5.8,6.71
527,boguchany,100.0,RU,1584831469.0,95.0,58.38,97.45,31.12,7.63
528,otradnoye,40.0,RU,1584831470.0,63.0,59.78,30.82,28.4,6.71
529,maningrida,100.0,AU,1584831470.0,70.0,-12.07,134.27,82.24,10.2
530,geraldton,0.0,AU,1584831470.0,60.0,-28.77,114.6,73.4,9.17
531,alofi,75.0,NU,1584831470.0,83.0,-19.06,-169.92,80.6,2.24
532,klamath falls,75.0,US,1584831353.0,32.0,42.22,-121.78,53.6,5.82
533,atar,0.0,MR,1584831470.0,29.0,20.52,-13.05,65.86,7.07
534,pochutla,20.0,MX,1584831470.0,40.0,15.74,-96.47,89.6,11.41
535,kropotkin,52.0,RU,1584831470.0,73.0,45.44,40.58,46.0,6.44
536,jinchang,40.0,CN,1584831471.0,42.0,38.5,102.17,37.78,0.65
537,tucurui,100.0,BR,1584831471.0,90.0,-3.77,-49.67,74.68,4.63
538,la orilla,19.0,MX,1584831471.0,64.0,17.98,-102.23,80.8,7.07
539,wao,67.0,PH,1584831471.0,70.0,7.68,124.68,75.76,3.22
540,weiser,1.0,US,1584831471.0,23.0,44.25,-116.97,62.6,3.36
541,arkhangelos,,,,,,,,
542,rumoi,57.0,JP,1584831472.0,60.0,43.93,141.64,41.38,11.74
543,coffs harbour,40.0,AU,1584831333.0,69.0,-30.3,153.13,77.0,13.87
544,lerwick,100.0,GB,1584831472.0,70.0,60.15,-1.15,42.8,31.09
545,narsaq,100.0,GL,1584831472.0,67.0,60.92,-46.05,23.0,43.62
546,slave lake,90.0,CA,1584831473.0,64.0,55.28,-114.77,35.6,13.87
547,sinkat,,,,,,,,
548,carmen,20.0,MX,1584831474.0,74.0,18.63,-91.83,82.4,18.34
549,pervomaysk,100.0,UA,1584831474.0,81.0,48.04,30.85,40.66,11.07
550,aykhal,0.0,RU,1584831474.0,69.0,66.0,111.5,-9.4,6.71
551,leningradskiy,27.0,RU,1584831475.0,73.0,69.38,178.42,-1.64,4.61
552,kargopol,14.0,RU,1584831476.0,95.0,61.51,38.95,15.46,4.7
553,olafsvik,99.0,IS,1584831425.0,56.0,64.89,-23.71,33.1,29.64
554,bose,64.0,IT,1584831476.0,58.0,45.46,8.01,57.0,8.05
555,mufulira,100.0,ZM,1584831477.0,98.0,-12.55,28.24,63.34,3.91
556,benguela,70.0,AO,1584831477.0,78.0,-12.58,13.41,76.48,2.24
557,hami,100.0,CN,1584831478.0,39.0,42.8,93.45,52.72,16.26
558,nicoya,20.0,CR,1584831478.0,38.0,10.15,-85.45,91.4,25.28
559,bacuit,,,,,,,,
560,robertsport,100.0,LR,1584831479.0,87.0,6.75,-11.37,81.7,7.67
561,shuangcheng,0.0,CN,1584831479.0,92.0,45.35,126.28,24.8,4.47
562,sanming,1.0,CN,1584831382.0,87.0,26.25,117.62,66.94,4.16
563,santa cruz,15.0,BO,1584831237.0,51.0,-17.8,-63.17,84.2,2.24
564,port hawkesbury,1.0,CA,1584831445.0,50.0,45.62,-61.35,30.99,13.87
565,aklavik,40.0,CA,1584831481.0,80.0,68.22,-135.01,30.2,9.17
566,santa maria,0.0,BR,1584831481.0,56.0,-29.68,-53.81,66.58,4.41
567,mishan,32.0,CN,1584831481.0,73.0,45.55,131.88,32.38,12.97
568,broken hill,34.0,AU,1584831481.0,59.0,-31.95,141.43,60.8,18.34
569,nenjiang,0.0,CN,1584831483.0,79.0,49.18,125.22,22.48,3.71
570,sovetskiy,39.0,RU,1584831485.0,79.0,61.36,63.58,13.48,3.47
571,kawalu,100.0,ID,1584831485.0,89.0,-7.38,108.21,73.42,2.44
572,jasper,1.0,US,1584831308.0,66.0,37.2,-94.35,52.0,8.05
573,bonavista,1.0,CA,1584831485.0,69.0,48.65,-53.11,30.0,25.01
574,zapolyarnyy,78.0,RU,1584831485.0,79.0,69.42,30.81,26.6,38.03
575,thunder bay,40.0,CA,1584831231.0,33.0,48.4,-89.32,32.0,10.29
576,minjur,20.0,IN,1584831485.0,78.0,13.27,80.27,82.4,2.24
577,nouadhibou,32.0,MR,1584831485.0,68.0,20.93,-17.03,64.4,20.8
578,cacapava do sul,0.0,BR,1584831485.0,63.0,-30.51,-53.49,64.78,5.97
579,marevo,11.0,RU,1584831486.0,67.0,57.31,32.08,25.54,4.65
580,raduzhnyy,100.0,RU,1584831486.0,92.0,62.1,77.47,3.4,9.24
581,mopipi,57.0,BW,1584831486.0,51.0,-21.18,24.88,76.84,10.94
582,ust-omchug,100.0,RU,1584831486.0,79.0,61.15,149.63,9.88,8.34
583,cabedelo,20.0,BR,1584831281.0,78.0,-6.98,-34.83,82.4,4.7
584,russell,75.0,US,1584831486.0,60.0,32.35,-85.2,77.0,6.93
585,belaya gora,1.0,RU,1584831486.0,69.0,68.53,146.42,6.46,0.27
586,prescott,20.0,US,1584831486.0,34.0,34.54,-112.47,64.99,10.29
587,yumen,52.0,CN,1584831486.0,37.0,40.28,97.2,43.36,11.92
588,mandera,74.0,KE,1584831487.0,15.0,3.94,41.87,80.01,18.59
589,safita,0.0,SY,1584831487.0,75.0,34.82,36.12,48.0,4.7
590,thinadhoo,14.0,MV,1584831487.0,66.0,0.53,72.93,83.68,4.09
591,formoso do araguaia,,,,,,,,
592,rabat,20.0,MA,1584831488.0,76.0,33.99,-6.84,57.0,11.41
593,ketchikan,1.0,US,1584831488.0,70.0,55.34,-131.65,44.6,16.11
594,canton,20.0,CN,1584831420.0,94.0,23.12,113.25,75.0,2.24
595,yar-sale,52.0,RU,1584831488.0,96.0,66.83,70.83,-3.98,6.87
596,saquena,84.0,PE,1584831489.0,81.0,-4.67,-73.52,79.9,2.39
597,waipawa,46.0,NZ,1584831489.0,64.0,-41.41,175.52,68.0,19.46
598,ati,98.0,TD,1584831489.0,12.0,13.22,18.34,82.06,10.85
599,marathon,1.0,US,1584831391.0,64.0,44.9,-89.77,34.0,5.82
600,yatou,0.0,CN,1584831489.0,52.0,37.15,122.38,45.7,8.77
601,grand gaube,40.0,MU,1584831303.0,69.0,-20.01,57.66,77.0,6.93
602,palmerston,75.0,AU,1584831489.0,69.0,-12.49,130.98,82.0,6.93
603,sibolga,66.0,ID,1584831307.0,93.0,1.74,98.78,71.62,3.67
604,maltahohe,10.0,NA,1584831489.0,38.0,-24.83,16.98,69.82,7.07
605,beitbridge,0.0,ZW,1584831490.0,53.0,-22.22,30.0,73.06,9.13
606,bengbu,76.0,CN,1584831490.0,63.0,32.94,117.36,54.88,17.4
607,a,,,,,,,,
608,stroud,26.0,GB,1584831490.0,88.0,51.75,-2.2,41.0,11.41
609,yaan,13.0,NG,1584831490.0,57.0,7.38,8.57,85.48,11.01
610,kalianget,54.0,ID,1584831490.0,75.0,-7.05,113.93,81.88,0.72
611,emerald,76.0,AU,1584831490.0,73.0,-23.53,148.17,77.0,5.82
612,manuk mangkaw,0.0,PH,1584831490.0,73.0,4.8,119.85,82.24,5.5
613,imbituba,40.0,BR,1584831491.0,69.0,-28.24,-48.67,73.4,5.82
614,paamiut,100.0,GL,1584831491.0,52.0,61.99,-49.67,21.94,12.26
615,kidal,91.0,ML,1584831492.0,15.0,18.44,1.41,78.82,9.95
616,grand bend,1.0,CA,1584831492.0,63.0,43.32,-81.75,36.0,16.11
617,majene,100.0,ID,1584831492.0,94.0,-3.54,118.97,72.88,4.23
618,sambava,6.0,MG,1584831492.0,97.0,-14.27,50.17,69.46,2.39
619,usinsk,80.0,RU,1584831492.0,94.0,65.99,57.53,6.28,11.23
620,nogent-le-rotrou,90.0,FR,1584831493.0,75.0,48.33,1.0,45.0,14.99
621,polson,75.0,US,1584831493.0,27.0,47.69,-114.16,53.6,4.7
622,domoni,29.0,KM,1584831493.0,78.0,-12.26,44.53,83.86,16.26
623,pingliang,22.0,CN,1584831493.0,54.0,35.54,106.69,43.0,3.4
624,otofuke,0.0,JP,1584831493.0,59.0,42.99,143.2,33.8,2.24
625,marsaxlokk,20.0,MT,1584831493.0,87.0,35.84,14.54,57.99,19.46
626,bilibino,93.0,RU,1584831493.0,61.0,68.05,166.44,-2.36,3.13
627,felanitx,40.0,ES,1584831493.0,87.0,39.47,3.15,57.99,4.85
628,inuvik,90.0,CA,1584831494.0,79.0,68.35,-133.72,30.2,3.36
629,chengmai,,,,,,,,
630,baturaja,94.0,ID,1584831494.0,97.0,-4.13,104.17,73.6,2.19
631,baneh,100.0,IR,1584831494.0,98.0,36.0,45.89,33.46,7.11
632,raahe,17.0,FI,1584831494.0,85.0,64.68,24.48,21.2,6.93
633,madanapalle,0.0,IN,1584831494.0,78.0,13.55,78.5,68.92,5.59
634,itarema,100.0,BR,1584831495.0,91.0,-2.92,-39.92,75.22,1.66
635,quthing,33.0,LS,1584831496.0,39.0,-30.4,27.7,54.88,2.08
636,leh,100.0,IN,1584831496.0,85.0,34.17,77.58,9.34,5.99
637,antalaha,12.0,MG,1584831496.0,79.0,-14.9,50.28,80.62,17.18
638,tura,83.0,IN,1584831496.0,38.0,25.52,90.22,69.28,3.38
639,yerbogachen,82.0,RU,1584831496.0,97.0,61.28,108.01,4.84,3.65
640,navalmoral de la mata,59.0,ES,1584831496.0,82.0,39.89,-5.54,42.01,6.04
641,anahuac,90.0,MX,1584831496.0,100.0,27.23,-100.15,55.4,6.93
642,svetlaya,0.0,RU,1584831496.0,71.0,46.54,138.33,32.02,4.41
643,luanda,20.0,AO,1584831205.0,83.0,-8.84,13.23,78.8,4.7
644,asfi,39.0,MA,1584831407.0,86.0,32.3,-9.24,52.36,4.59
645,ucluelet,20.0,CA,1584831424.0,71.0,48.93,-125.55,61.0,4.7
646,sulangan,11.0,PH,1584831497.0,79.0,11.14,123.72,80.8,12.64
647,taneatua,,,,,,,,
648,plainview,20.0,US,1584831202.0,31.0,40.78,-73.47,51.01,6.93
649,onega,1.0,RU,1584831497.0,77.0,63.91,38.14,23.92,7.72
650,batsfjord,100.0,NO,1584831497.0,93.0,70.63,29.72,27.34,18.75
651,port moresby,40.0,PG,1584831319.0,88.0,-9.44,147.18,80.6,11.41
652,banmo,,,,,,,,
653,abbeville,20.0,FR,1584831498.0,75.0,50.1,1.83,42.8,12.75
654,muisne,40.0,EC,1584831498.0,83.0,0.6,-80.03,82.4,4.7
655,viedma,75.0,AR,1584831406.0,7.0,-40.81,-63.0,78.64,13.44
656,ca mau,52.0,VN,1584831498.0,84.0,9.18,105.15,77.74,5.41
657,cavalcante,100.0,BR,1584831498.0,95.0,-13.8,-47.46,66.04,4.38
658,kemin,100.0,KG,1584831498.0,93.0,42.78,75.69,35.26,3.83
659,gat,32.0,IL,1584831499.0,81.0,31.61,34.76,50.0,3.36
660,meyungs,,,,,,,,
661,chicama,20.0,PE,1584831499.0,83.0,-7.84,-79.15,75.2,6.93
662,tabiauea,,,,,,,,
663,port lincoln,87.0,AU,1584831499.0,67.0,-34.73,135.87,64.42,12.84
664,sabha,0.0,LY,1584831499.0,17.0,27.04,14.43,65.68,3.94
665,morondava,1.0,MG,1584831499.0,88.0,-20.28,44.28,71.8,1.83
666,garcia,90.0,MX,1584831496.0,93.0,25.82,-100.58,68.0,6.93
667,tavda,19.0,RU,1584831500.0,87.0,58.04,65.27,13.3,7.61
668,bridge of earn,100.0,GB,1584831500.0,80.0,56.35,-3.41,39.2,4.7
669,urucara,41.0,BR,1584831500.0,78.0,-2.54,-57.76,78.28,2.13
670,jinzhou,0.0,CN,1584831456.0,37.0,41.11,121.14,42.82,3.8
671,kabanjahe,40.0,ID,1584831500.0,100.0,3.1,98.49,77.0,2.24
672,rocha,0.0,UY,1584831500.0,81.0,-34.48,-54.33,61.36,5.1
673,vung tau,56.0,VN,1584831500.0,79.0,10.35,107.08,79.54,12.35
674,tolaga bay,100.0,NZ,1584831501.0,73.0,-38.37,178.3,67.3,14.29
675,flinders,0.0,AU,1584831501.0,72.0,-34.58,150.86,72.0,5.82
676,oussouye,0.0,SN,1584831501.0,78.0,12.48,-16.55,75.2,9.17
677,sao pedro do sul,0.0,BR,1584831501.0,56.0,-29.62,-54.18,66.58,4.41
678,san luis,6.0,AR,1584831501.0,37.0,-33.3,-66.34,75.58,10.22
679,ola,100.0,RU,1584831501.0,75.0,59.58,151.28,21.58,20.22
680,assiniboia,55.0,CA,1584831501.0,83.0,49.63,-105.98,24.64,4.34
681,faya,40.0,SA,1584831501.0,82.0,18.39,42.45,60.8,14.99
682,mogadishu,2.0,SO,1584831502.0,76.0,2.04,45.34,82.06,13.42
683,barentu,41.0,ER,1584831502.0,32.0,15.11,37.59,64.24,3.58
684,abu samrah,14.0,SY,1584831502.0,68.0,35.3,37.18,45.16,11.18
685,maldonado,0.0,UY,1584831502.0,64.0,-34.67,-54.92,71.6,3.36
686,baruun-urt,8.0,MN,1584831502.0,61.0,46.68,113.28,28.6,9.75
687,toliary,,,,,,,,
688,umm durman,,,,,,,,
689,lebork,75.0,PL,1584831502.0,80.0,54.54,17.75,34.0,11.41
690,xinqing,91.0,CN,1584831502.0,76.0,48.23,129.5,26.08,2.84
691,dhidhdhoo,66.0,MV,1584831503.0,65.0,6.88,73.1,83.68,5.91
692,egvekinot,65.0,RU,1584831503.0,89.0,66.32,-179.17,-5.96,5.61
693,lagoa,3.0,PT,1584831503.0,67.0,39.05,-27.98,54.16,17.27
694,poum,79.0,NC,1584831503.0,76.0,-20.23,164.02,79.54,19.42
695,chipinge,0.0,ZW,1584831503.0,82.0,-20.19,32.62,61.36,5.06
696,camocim,100.0,BR,1584831503.0,95.0,-2.9,-40.84,74.32,2.42
697,naze,75.0,JP,1584831503.0,88.0,28.37,129.48,69.8,20.8
698,san jeronimo,100.0,PE,1584831504.0,95.0,-11.95,-75.28,41.2,3.29
699,shahr-e babak,99.0,IR,1584831504.0,76.0,30.12,55.12,52.9,15.46
